split,prompt,answer,corrupted_prompt
train,Solve the following and respond with only the final answer: 90+66=,156,Solve the following and respond with only the final answer: 90+96=
train,Solve the following and respond with only the final answer: 16+13=,29,Solve the following and respond with only the final answer: 16+79=
train,Solve the following and respond with only the final answer: 15+81=,96,Solve the following and respond with only the final answer: 15+17=
train,Solve the following and respond with only the final answer: 59+43=,102,Solve the following and respond with only the final answer: 59+63=
train,Solve the following and respond with only the final answer: What is 36 plus 78?,114,Solve the following and respond with only the final answer: What is 36 plus 68?
train,Solve the following and respond with only the final answer: What is 98 plus 29?,127,Solve the following and respond with only the final answer: What is 98 plus 50?
train,Solve the following and respond with only the final answer: What is 77 plus 13?,90,Solve the following and respond with only the final answer: What is 77 plus 97?
train,Solve the following and respond with only the final answer: What is 73 plus 77?,150,Solve the following and respond with only the final answer: What is 73 plus 32?
train,Solve the following and respond with only the final answer: 31+58=,89,Solve the following and respond with only the final answer: 31+85=
train,Solve the following and respond with only the final answer: 48+70=,118,Solve the following and respond with only the final answer: 48+38=
train,Solve the following and respond with only the final answer: 79+75=,154,Solve the following and respond with only the final answer: 79+15=
train,Solve the following and respond with only the final answer: What is 65 plus 21?,86,Solve the following and respond with only the final answer: What is 65 plus 19?
train,Solve the following and respond with only the final answer: 66+19=,85,Solve the following and respond with only the final answer: 66+83=
